code,siCode,siName,guCode,guName,fullName,name,active
1111013900,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 팔판동,팔판동,true
1111014000,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 삼청동,삼청동,true
1111014100,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 안국동,안국동,true
1111014200,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 소격동,소격동,true
1111014300,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 화동,화동,true
1111014400,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 사간동,사간동,true
1111014500,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 송현동,송현동,true
1111014600,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 가회동,가회동,true
1111014700,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 재동,재동,true
1111014800,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 계동,계동,true
1111014900,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 원서동,원서동,true
1111015000,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 훈정동,훈정동,true
1111015100,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 묘동,묘동,true
1111015200,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 봉익동,봉익동,true
1111015300,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 돈의동,돈의동,true
1111015400,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 장사동,장사동,true
1111015500,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 관수동,관수동,true
1111015600,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 종로3가,종로3가,true
1111015700,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 인의동,인의동,true
1111015800,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 예지동,예지동,true
1111015900,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 원남동,원남동,true
1111016000,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 연지동,연지동,true
1111016100,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 종로4가,종로4가,true
1111016200,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 효제동,효제동,true
1111016300,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 종로5가,종로5가,true
1111016400,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 종로6가,종로6가,true
1111016500,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 이화동,이화동,true
1111016600,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 연건동,연건동,true
1111016700,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 충신동,충신동,true
1111016800,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 동숭동,동숭동,true
1111016900,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 혜화동,혜화동,true
1111017000,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 명륜1가,명륜1가,true
1111017100,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 명륜2가,명륜2가,true
1111017200,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 명륜4가,명륜4가,true
1111017300,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 명륜3가,명륜3가,true
1111017400,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 창신동,창신동,true
1111017500,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 숭인동,숭인동,true
1111017600,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 교남동,교남동,true
1111017700,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 평동,평동,true
1111017800,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 송월동,송월동,true
1111017900,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 홍파동,홍파동,true
1111018000,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 교북동,교북동,true
1111018100,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 행촌동,행촌동,true
1111018200,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 구기동,구기동,true
1111018300,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 평창동,평창동,true
1111018400,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 부암동,부암동,true
1111018500,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 홍지동,홍지동,true
1111018600,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 신영동,신영동,true
1111018700,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 무악동,무악동,true
1114010100,1100000000,서울특별시,1114000000,중구,서울특별시 중구 무교동,무교동,true
1114010200,1100000000,서울특별시,1114000000,중구,서울특별시 중구 다동,다동,true
1114010300,1100000000,서울특별시,1114000000,중구,서울특별시 중구 태평로1가,태평로1가,true
1114010400,1100000000,서울특별시,1114000000,중구,서울특별시 중구 을지로1가,을지로1가,true
1114010500,1100000000,서울특별시,1114000000,중구,서울특별시 중구 을지로2가,을지로2가,true
1114010600,1100000000,서울특별시,1114000000,중구,서울특별시 중구 남대문로1가,남대문로1가,true
1114010700,1100000000,서울특별시,1114000000,중구,서울특별시 중구 삼각동,삼각동,true
1114010800,1100000000,서울특별시,1114000000,중구,서울특별시 중구 수하동,수하동,true
1114010900,1100000000,서울특별시,1114000000,중구,서울특별시 중구 장교동,장교동,true
1114011000,1100000000,서울특별시,1114000000,중구,서울특별시 중구 수표동,수표동,true
1114011100,1100000000,서울특별시,1114000000,중구,서울특별시 중구 소공동,소공동,true
1114011200,1100000000,서울특별시,1114000000,중구,서울특별시 중구 남창동,남창동,true
1114011300,1100000000,서울특별시,1114000000,중구,서울특별시 중구 북창동,북창동,true
1114011400,1100000000,서울특별시,1114000000,중구,서울특별시 중구 태평로2가,태평로2가,true
1114011500,1100000000,서울특별시,1114000000,중구,서울특별시 중구 남대문로2가,남대문로2가,true
1114011600,1100000000,서울특별시,1114000000,중구,서울특별시 중구 남대문로3가,남대문로3가,true
1114011700,1100000000,서울특별시,1114000000,중구,서울특별시 중구 남대문로4가,남대문로4가,true
1114011800,1100000000,서울특별시,1114000000,중구,서울특별시 중구 남대문로5가,남대문로5가,true
1114011900,1100000000,서울특별시,1114000000,중구,서울특별시 중구 봉래동1가,봉래동1가,true
1114012000,1100000000,서울특별시,1114000000,중구,서울특별시 중구 봉래동2가,봉래동2가,true
1114012100,1100000000,서울특별시,1114000000,중구,서울특별시 중구 회현동1가,회현동1가,true
1114012200,1100000000,서울특별시,1114000000,중구,서울특별시 중구 회현동2가,회현동2가,true
1114012300,1100000000,서울특별시,1114000000,중구,서울특별시 중구 회현동3가,회현동3가,true
1114012400,1100000000,서울특별시,1114000000,중구,서울특별시 중구 충무로1가,충무로1가,true
1114012500,1100000000,서울특별시,1114000000,중구,서울특별시 중구 충무로2가,충무로2가,true
1114012600,1100000000,서울특별시,1114000000,중구,서울특별시 중구 명동1가,명동1가,true
1114012700,1100000000,서울특별시,1114000000,중구,서울특별시 중구 명동2가,명동2가,true
1114012800,1100000000,서울특별시,1114000000,중구,서울특별시 중구 남산동1가,남산동1가,true
1114012900,1100000000,서울특별시,1114000000,중구,서울특별시 중구 남산동2가,남산동2가,true
1114013000,1100000000,서울특별시,1114000000,중구,서울특별시 중구 남산동3가,남산동3가,true
1114013100,1100000000,서울특별시,1114000000,중구,서울특별시 중구 저동1가,저동1가,true
1114013200,1100000000,서울특별시,1114000000,중구,서울특별시 중구 충무로4가,충무로4가,true
1114013300,1100000000,서울특별시,1114000000,중구,서울특별시 중구 충무로5가,충무로5가,true
1114013400,1100000000,서울특별시,1114000000,중구,서울특별시 중구 인현동2가,인현동2가,true
1114013500,1100000000,서울특별시,1114000000,중구,서울특별시 중구 예관동,예관동,true
1114013600,1100000000,서울특별시,1114000000,중구,서울특별시 중구 묵정동,묵정동,true
1114013700,1100000000,서울특별시,1114000000,중구,서울특별시 중구 필동1가,필동1가,true
1114013800,1100000000,서울특별시,1114000000,중구,서울특별시 중구 필동2가,필동2가,true
1114013900,1100000000,서울특별시,1114000000,중구,서울특별시 중구 필동3가,필동3가,true
1114014000,1100000000,서울특별시,1114000000,중구,서울특별시 중구 남학동,남학동,true
1114014100,1100000000,서울특별시,1114000000,중구,서울특별시 중구 주자동,주자동,true
1114014200,1100000000,서울특별시,1114000000,중구,서울특별시 중구 예장동,예장동,true
1114014300,1100000000,서울특별시,1114000000,중구,서울특별시 중구 장충동1가,장충동1가,true
1114014400,1100000000,서울특별시,1114000000,중구,서울특별시 중구 장충동2가,장충동2가,true
1114014500,1100000000,서울특별시,1114000000,중구,서울특별시 중구 광희동1가,광희동1가,true
1114014600,1100000000,서울특별시,1114000000,중구,서울특별시 중구 광희동2가,광희동2가,true
1114014700,1100000000,서울특별시,1114000000,중구,서울특별시 중구 쌍림동,쌍림동,true
1114014800,1100000000,서울특별시,1114000000,중구,서울특별시 중구 을지로6가,을지로6가,true
1114014900,1100000000,서울특별시,1114000000,중구,서울특별시 중구 을지로7가,을지로7가,true
1114015000,1100000000,서울특별시,1114000000,중구,서울특별시 중구 을지로4가,을지로4가,true
1114015100,1100000000,서울특별시,1114000000,중구,서울특별시 중구 을지로5가,을지로5가,true
1114015200,1100000000,서울특별시,1114000000,중구,서울특별시 중구 주교동,주교동,true
1114015300,1100000000,서울특별시,1114000000,중구,서울특별시 중구 방산동,방산동,true
1114015400,1100000000,서울특별시,1114000000,중구,서울특별시 중구 오장동,오장동,true
1114015500,1100000000,서울특별시,1114000000,중구,서울특별시 중구 을지로3가,을지로3가,true
1114015600,1100000000,서울특별시,1114000000,중구,서울특별시 중구 입정동,입정동,true
1114015700,1100000000,서울특별시,1114000000,중구,서울특별시 중구 산림동,산림동,true
1114015800,1100000000,서울특별시,1114000000,중구,서울특별시 중구 충무로3가,충무로3가,true
1114015900,1100000000,서울특별시,1114000000,중구,서울특별시 중구 초동,초동,true
1114016000,1100000000,서울특별시,1114000000,중구,서울특별시 중구 인현동1가,인현동1가,true
1114016100,1100000000,서울특별시,1114000000,중구,서울특별시 중구 저동2가,저동2가,true
1114016200,1100000000,서울특별시,1114000000,중구,서울특별시 중구 신당동,신당동,true
1114016300,1100000000,서울특별시,1114000000,중구,서울특별시 중구 흥인동,흥인동,true
1114016400,1100000000,서울특별시,1114000000,중구,서울특별시 중구 무학동,무학동,true
1114016500,1100000000,서울특별시,1114000000,중구,서울특별시 중구 황학동,황학동,true
1114016600,1100000000,서울특별시,1114000000,중구,서울특별시 중구 서소문동,서소문동,true
1114016700,1100000000,서울특별시,1114000000,중구,서울특별시 중구 정동,정동,true
1114016800,1100000000,서울특별시,1114000000,중구,서울특별시 중구 순화동,순화동,true
1114016900,1100000000,서울특별시,1114000000,중구,서울특별시 중구 의주로1가,의주로1가,true
1114017000,1100000000,서울특별시,1114000000,중구,서울특별시 중구 충정로1가,충정로1가,true
1114017100,1100000000,서울특별시,1114000000,중구,서울특별시 중구 중림동,중림동,true
1114017200,1100000000,서울특별시,1114000000,중구,서울특별시 중구 의주로2가,의주로2가,true
1114017300,1100000000,서울특별시,1114000000,중구,서울특별시 중구 만리동1가,만리동1가,true
1114017400,1100000000,서울특별시,1114000000,중구,서울특별시 중구 만리동2가,만리동2가,true
1117010100,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 후암동,후암동,true
1117010200,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 용산동2가,용산동2가,true
1117010300,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 용산동4가,용산동4가,true
1117010400,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 갈월동,갈월동,true
1117010500,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 남영동,남영동,true
1117010600,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 용산동1가,용산동1가,true
1117010700,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 동자동,동자동,true
1117010800,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 서계동,서계동,true
1117010900,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 청파동1가,청파동1가,true
1117011000,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 청파동2가,청파동2가,true
1117011100,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 청파동3가,청파동3가,true
1117011200,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 원효로1가,원효로1가,true
1117011300,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 원효로2가,원효로2가,true
1117011400,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 신창동,신창동,true
1117011500,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 산천동,산천동,true
1117011600,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 청암동,청암동,true
1117011700,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 원효로3가,원효로3가,true
1117011800,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 원효로4가,원효로4가,true
1117011900,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 효창동,효창동,true
1117012000,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 도원동,도원동,true
1117012100,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 용문동,용문동,true
1117012200,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 문배동,문배동,true
1117012300,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 신계동,신계동,true
1117012400,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 한강로1가,한강로1가,true
1117012500,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 한강로2가,한강로2가,true
1117012600,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 용산동3가,용산동3가,true
1117012700,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 용산동5가,용산동5가,true
1117012800,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 한강로3가,한강로3가,true
1117012900,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 이촌동,이촌동,true
1117013000,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 이태원동,이태원동,true
1117013100,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 한남동,한남동,true
1117013200,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 동빙고동,동빙고동,true
1117013300,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 서빙고동,서빙고동,true
1117013400,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 주성동,주성동,true
1117013500,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 용산동6가,용산동6가,true
1117013600,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 보광동,보광동,true
1120010100,1100000000,서울특별시,1120000000,성동구,서울특별시 성동구 상왕십리동,상왕십리동,true
1120010200,1100000000,서울특별시,1120000000,성동구,서울특별시 성동구 하왕십리동,하왕십리동,true
1120010300,1100000000,서울특별시,1120000000,성동구,서울특별시 성동구 홍익동,홍익동,true
1120010400,1100000000,서울특별시,1120000000,성동구,서울특별시 성동구 도선동,도선동,true
1120010500,1100000000,서울특별시,1120000000,성동구,서울특별시 성동구 마장동,마장동,true
1120010600,1100000000,서울특별시,1120000000,성동구,서울특별시 성동구 사근동,사근동,true
1120010700,1100000000,서울특별시,1120000000,성동구,서울특별시 성동구 행당동,행당동,true
1120010800,1100000000,서울특별시,1120000000,성동구,서울특별시 성동구 응봉동,응봉동,true
1120010900,1100000000,서울특별시,1120000000,성동구,서울특별시 성동구 금호동1가,금호동1가,true
1120011000,1100000000,서울특별시,1120000000,성동구,서울특별시 성동구 금호동2가,금호동2가,true
1120011100,1100000000,서울특별시,1120000000,성동구,서울특별시 성동구 금호동3가,금호동3가,true
1120011200,1100000000,서울특별시,1120000000,성동구,서울특별시 성동구 금호동4가,금호동4가,true
1120011300,1100000000,서울특별시,1120000000,성동구,서울특별시 성동구 옥수동,옥수동,true
1120011400,1100000000,서울특별시,1120000000,성동구,서울특별시 성동구 성수동1가,성수동1가,true
1120011500,1100000000,서울특별시,1120000000,성동구,서울특별시 성동구 성수동2가,성수동2가,true
1120011800,1100000000,서울특별시,1120000000,성동구,서울특별시 성동구 송정동,송정동,true
1120012200,1100000000,서울특별시,1120000000,성동구,서울특별시 성동구 용답동,용답동,true
1121510100,1100000000,서울특별시,1121500000,광진구,서울특별시 광진구 중곡동,중곡동,true
1121510200,1100000000,서울특별시,1121500000,광진구,서울특별시 광진구 능동,능동,true
1121510300,1100000000,서울특별시,1121500000,광진구,서울특별시 광진구 구의동,구의동,true
1121510400,1100000000,서울특별시,1121500000,광진구,서울특별시 광진구 광장동,광장동,true
1121510500,1100000000,서울특별시,1121500000,광진구,서울특별시 광진구 자양동,자양동,true
1121510700,1100000000,서울특별시,1121500000,광진구,서울특별시 광진구 화양동,화양동,true
1121510900,1100000000,서울특별시,1121500000,광진구,서울특별시 광진구 군자동,군자동,true
1123010100,1100000000,서울특별시,1123000000,동대문구,서울특별시 동대문구 신설동,신설동,true
1123010200,1100000000,서울특별시,1123000000,동대문구,서울특별시 동대문구 용두동,용두동,true
1123010300,1100000000,서울특별시,1123000000,동대문구,서울특별시 동대문구 제기동,제기동,true
1123010400,1100000000,서울특별시,1123000000,동대문구,서울특별시 동대문구 전농동,전농동,true
1123010500,1100000000,서울특별시,1123000000,동대문구,서울특별시 동대문구 답십리동,답십리동,true
1123010600,1100000000,서울특별시,1123000000,동대문구,서울특별시 동대문구 장안동,장안동,true
1123010700,1100000000,서울특별시,1123000000,동대문구,서울특별시 동대문구 청량리동,청량리동,true
1123010800,1100000000,서울특별시,1123000000,동대문구,서울특별시 동대문구 회기동,회기동,true
1123010900,1100000000,서울특별시,1123000000,동대문구,서울특별시 동대문구 휘경동,휘경동,true
1123011000,1100000000,서울특별시,1123000000,동대문구,서울특별시 동대문구 이문동,이문동,true
1126010100,1100000000,서울특별시,1126000000,중랑구,서울특별시 중랑구 면목동,면목동,true
1126010200,1100000000,서울특별시,1126000000,중랑구,서울특별시 중랑구 상봉동,상봉동,true
1126010300,1100000000,서울특별시,1126000000,중랑구,서울특별시 중랑구 중화동,중화동,true
1126010400,1100000000,서울특별시,1126000000,중랑구,서울특별시 중랑구 묵동,묵동,true
1126010500,1100000000,서울특별시,1126000000,중랑구,서울특별시 중랑구 망우동,망우동,true
1126010600,1100000000,서울특별시,1126000000,중랑구,서울특별시 중랑구 신내동,신내동,true
1129010100,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 성북동,성북동,true
1129010200,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 성북동1가,성북동1가,true
1129010300,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 돈암동,돈암동,true
1129010400,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 동소문동1가,동소문동1가,true
1129010500,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 동소문동2가,동소문동2가,true
1129010600,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 동소문동3가,동소문동3가,true
1129010700,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 동소문동4가,동소문동4가,true
1129010800,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 동소문동5가,동소문동5가,true
1129010900,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 동소문동6가,동소문동6가,true
1129011000,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 동소문동7가,동소문동7가,true
1129011100,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 삼선동1가,삼선동1가,true
1129011200,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 삼선동2가,삼선동2가,true
1129011300,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 삼선동3가,삼선동3가,true
1129011400,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 삼선동4가,삼선동4가,true
1129011500,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 삼선동5가,삼선동5가,true
1129011600,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 동선동1가,동선동1가,true
1129011700,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 동선동2가,동선동2가,true
1129011800,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 동선동3가,동선동3가,true
1129011900,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 동선동4가,동선동4가,true
1129012000,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 동선동5가,동선동5가,true
1129012100,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 안암동1가,안암동1가,true
1129012200,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 안암동2가,안암동2가,true
1129012300,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 안암동3가,안암동3가,true
1129012400,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 안암동4가,안암동4가,true
1129012500,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 안암동5가,안암동5가,true
1129012600,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 보문동4가,보문동4가,true
1129012700,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 보문동5가,보문동5가,true
1129012800,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 보문동6가,보문동6가,true
1129012900,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 보문동7가,보문동7가,true
1129013000,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 보문동1가,보문동1가,true
1129013100,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 보문동2가,보문동2가,true
1129013200,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 보문동3가,보문동3가,true
1129013300,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 정릉동,정릉동,true
1129013400,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 길음동,길음동,true
1129013500,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 종암동,종암동,true
1129013600,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 하월곡동,하월곡동,true
1129013700,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 상월곡동,상월곡동,true
1129013800,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 장위동,장위동,true
1129013900,1100000000,서울특별시,1129000000,성북구,서울특별시 성북구 석관동,석관동,true
1130510100,1100000000,서울특별시,1130500000,강북구,서울특별시 강북구 미아동,미아동,true
1130510200,1100000000,서울특별시,1130500000,강북구,서울특별시 강북구 번동,번동,true
1130510300,1100000000,서울특별시,1130500000,강북구,서울특별시 강북구 수유동,수유동,true
1130510400,1100000000,서울특별시,1130500000,강북구,서울특별시 강북구 우이동,우이동,true
1132010500,1100000000,서울특별시,1132000000,도봉구,서울특별시 도봉구 쌍문동,쌍문동,true
1132010600,1100000000,서울특별시,1132000000,도봉구,서울특별시 도봉구 방학동,방학동,true
1132010700,1100000000,서울특별시,1132000000,도봉구,서울특별시 도봉구 창동,창동,true
1132010800,1100000000,서울특별시,1132000000,도봉구,서울특별시 도봉구 도봉동,도봉동,true
1135010200,1100000000,서울특별시,1135000000,노원구,서울특별시 노원구 월계동,월계동,true
1135010300,1100000000,서울특별시,1135000000,노원구,서울특별시 노원구 공릉동,공릉동,true
1135010400,1100000000,서울특별시,1135000000,노원구,서울특별시 노원구 하계동,하계동,true
1135010500,1100000000,서울특별시,1135000000,노원구,서울특별시 노원구 상계동,상계동,true
1135010600,1100000000,서울특별시,1135000000,노원구,서울특별시 노원구 중계동,중계동,true
1138010100,1100000000,서울특별시,1138000000,은평구,서울특별시 은평구 수색동,수색동,true
1138010200,1100000000,서울특별시,1138000000,은평구,서울특별시 은평구 녹번동,녹번동,true
1138010300,1100000000,서울특별시,1138000000,은평구,서울특별시 은평구 불광동,불광동,true
1138010400,1100000000,서울특별시,1138000000,은평구,서울특별시 은평구 갈현동,갈현동,true
1138010500,1100000000,서울특별시,1138000000,은평구,서울특별시 은평구 구산동,구산동,true
1138010600,1100000000,서울특별시,1138000000,은평구,서울특별시 은평구 대조동,대조동,true
1138010700,1100000000,서울특별시,1138000000,은평구,서울특별시 은평구 응암동,응암동,true
1138010800,1100000000,서울특별시,1138000000,은평구,서울특별시 은평구 역촌동,역촌동,true
1138010900,1100000000,서울특별시,1138000000,은평구,서울특별시 은평구 신사동,신사동,true
1138011000,1100000000,서울특별시,1138000000,은평구,서울특별시 은평구 증산동,증산동,true
1138011400,1100000000,서울특별시,1138000000,은평구,서울특별시 은평구 진관동,진관동,true
